cons_ID,cash,no-cash assets value,salary,dividends,spending,utility,public_utility,total utility,skill,time
0.00,1427.45,0.00,144.45,84.69,17.33,1.00,8.00,9.00,7.65,1.00
1.00,1311.53,0.00,272.50,0.00,0.00,0.00,8.00,8.00,7.79,1.00
2.00,1553.86,0.00,207.31,97.75,0.00,0.00,8.00,8.00,4.37,1.00
3.00,1359.72,0.00,156.62,0.00,0.00,0.00,8.00,8.00,6.78,1.00
4.00,1443.07,0.00,153.67,0.00,47.95,2.00,8.00,10.00,3.22,1.00
5.00,1208.45,0.00,0.00,0.00,25.94,1.00,8.00,9.00,1.26,1.00
6.00,1209.98,0.00,0.00,0.00,0.00,0.00,8.00,8.00,5.96,1.00
7.00,1046.84,0.00,200.49,0.00,27.03,1.00,8.00,9.00,7.90,1.00
8.00,983.54,0.00,148.16,0.00,48.60,2.00,8.00,10.00,2.83,1.00
9.00,1401.66,0.00,289.54,0.00,0.00,0.00,8.00,8.00,8.51,1.00
10.00,1209.97,0.00,178.81,88.24,0.00,0.00,8.00,8.00,3.67,1.00
11.00,1230.54,0.00,164.85,0.00,17.33,1.00,8.00,9.00,5.70,1.00
12.00,1389.71,0.00,0.00,0.00,0.00,0.00,8.00,8.00,2.21,1.00
13.00,1214.68,0.00,169.66,0.00,0.00,0.00,8.00,8.00,6.61,1.00
14.00,1493.24,0.00,299.55,0.00,0.00,0.00,8.00,8.00,9.85,1.00
15.00,1350.67,0.00,211.23,0.00,17.82,1.00,8.00,9.00,9.43,1.00
16.00,1366.66,0.00,184.02,0.00,30.49,1.00,8.00,9.00,8.67,1.00
17.00,1410.34,0.00,0.00,0.00,24.39,1.00,8.00,9.00,2.55,1.00
18.00,1064.72,0.00,181.24,0.00,27.03,1.00,8.00,9.00,7.85,1.00
19.00,1343.33,0.00,0.00,0.00,16.39,1.00,8.00,9.00,2.22,1.00
20.00,1080.25,0.00,0.00,0.00,0.00,0.00,8.00,8.00,2.14,1.00
21.00,1281.86,0.00,149.34,81.59,16.72,1.00,8.00,9.00,2.10,1.00
22.00,1102.00,0.00,260.52,0.00,27.57,1.00,8.00,9.00,7.33,1.00
23.00,1389.44,0.00,0.00,0.00,0.00,0.00,8.00,8.00,1.71,1.00
24.00,1247.75,0.00,227.52,0.00,29.19,1.00,8.00,9.00,6.79,1.00
25.00,1126.19,0.00,150.24,0.00,0.00,0.00,8.00,8.00,3.24,1.00
26.00,1289.45,0.00,186.01,0.00,17.68,1.00,8.00,9.00,3.82,1.00
27.00,1463.61,0.00,152.31,0.00,0.00,0.00,8.00,8.00,3.83,1.00
28.00,1256.50,0.00,0.00,7.88,23.89,1.00,8.00,9.00,3.23,1.00
29.00,1130.74,0.00,0.00,0.00,0.00,0.00,8.00,8.00,1.59,1.00
30.00,1468.10,0.00,164.44,0.00,16.45,1.00,8.00,9.00,7.87,1.00
31.00,1224.09,0.00,149.72,0.00,30.92,1.00,8.00,9.00,3.04,1.00
32.00,1369.12,0.00,152.02,0.00,24.89,1.00,8.00,9.00,2.49,1.00
33.00,1250.38,0.00,229.14,0.00,30.92,1.00,8.00,9.00,5.76,1.00
34.00,1168.18,0.00,229.59,0.00,25.88,1.00,8.00,9.00,5.53,1.00
35.00,1228.86,0.00,0.00,0.00,29.79,1.00,8.00,9.00,4.59,1.00
36.00,1233.57,0.00,0.00,0.00,16.98,1.00,8.00,9.00,4.28,1.00
37.00,1301.08,0.00,247.53,0.00,29.79,1.00,8.00,9.00,6.28,1.00
38.00,1263.30,0.00,0.00,0.00,17.13,1.00,8.00,9.00,2.70,1.00
39.00,1437.53,0.00,208.88,0.00,0.00,0.00,8.00,8.00,4.14,1.00
40.00,1225.77,0.00,0.00,0.00,0.00,0.00,8.00,8.00,4.42,1.00
41.00,1032.57,0.00,200.11,0.00,29.89,1.00,8.00,9.00,4.50,1.00
42.00,1378.06,0.00,191.42,0.00,0.00,0.00,8.00,8.00,9.26,1.00
43.00,1381.74,0.00,191.75,0.00,24.89,1.00,8.00,9.00,7.44,1.00
44.00,1190.46,0.00,285.33,0.00,0.00,0.00,8.00,8.00,8.42,1.00
45.00,1167.95,0.00,285.71,0.00,25.38,1.00,8.00,9.00,9.28,1.00
46.00,1458.81,0.00,278.37,0.00,0.00,0.00,8.00,8.00,8.22,1.00
47.00,1415.29,0.00,267.30,0.00,16.79,1.00,8.00,9.00,7.81,1.00
48.00,1401.60,0.00,151.07,0.00,0.00,0.00,8.00,8.00,2.66,1.00
49.00,1376.67,0.00,0.00,0.00,17.33,1.00,8.00,9.00,1.83,1.00
50.00,1256.32,0.00,0.00,0.00,0.00,0.00,8.00,8.00,2.18,1.00
51.00,1150.85,0.00,305.15,0.00,17.13,1.00,8.00,9.00,9.28,1.00
52.00,1294.49,0.00,174.39,0.00,29.89,1.00,8.00,9.00,6.33,1.00
53.00,1032.94,0.00,191.03,0.00,0.00,0.00,8.00,8.00,8.67,1.00
54.00,1133.06,0.00,243.45,0.00,30.30,1.00,8.00,9.00,6.42,1.00
55.00,1131.98,0.00,146.35,0.00,0.00,0.00,8.00,8.00,4.02,1.00
56.00,1032.28,0.00,0.00,0.00,0.00,0.00,8.00,8.00,1.13,1.00
57.00,1163.66,0.00,173.94,0.00,0.00,0.00,8.00,8.00,3.77,1.00
58.00,1295.16,0.00,0.00,0.00,0.00,0.00,8.00,8.00,4.35,1.00
59.00,1519.20,0.00,289.77,44.90,0.00,0.00,8.00,8.00,8.66,1.00
60.00,1353.44,0.00,0.00,0.00,26.48,1.00,8.00,9.00,4.31,1.00
61.00,1338.22,0.00,226.09,0.00,0.00,0.00,8.00,8.00,5.79,1.00
62.00,1438.16,0.00,0.00,0.00,27.03,1.00,8.00,9.00,1.27,1.00
63.00,1142.40,0.00,183.07,81.88,0.00,0.00,8.00,8.00,3.55,1.00
64.00,1028.67,0.00,145.71,0.00,0.00,0.00,8.00,8.00,3.08,1.00
65.00,1272.83,0.00,0.00,0.00,30.98,1.00,8.00,9.00,1.42,1.00
66.00,1391.28,0.00,283.70,0.00,17.48,1.00,8.00,9.00,8.66,1.00
67.00,1439.05,0.00,249.28,0.00,0.00,0.00,8.00,8.00,6.90,1.00
68.00,1310.48,0.00,272.11,0.00,0.00,0.00,8.00,8.00,9.35,1.00
69.00,1317.71,0.00,151.06,68.17,30.38,1.00,8.00,9.00,5.42,1.00
70.00,1177.39,0.00,0.00,36.73,16.06,1.00,8.00,9.00,2.34,1.00
71.00,999.71,0.00,0.00,0.00,30.92,1.00,8.00,9.00,2.46,1.00
72.00,1280.97,0.00,224.61,0.00,32.15,1.00,8.00,9.00,6.57,1.00
73.00,1095.48,0.00,304.56,0.00,0.00,0.00,8.00,8.00,9.73,1.00
74.00,1396.77,0.00,187.92,46.93,16.39,1.00,8.00,9.00,7.12,1.00
75.00,1106.21,0.00,183.80,0.00,28.59,1.00,8.00,9.00,3.10,1.00
76.00,1266.18,0.00,0.00,0.00,0.00,0.00,8.00,8.00,1.24,1.00
77.00,1160.36,0.00,173.25,74.03,28.11,1.00,8.00,9.00,9.12,1.00
78.00,1405.26,0.00,178.56,0.00,0.00,0.00,8.00,8.00,3.78,1.00
79.00,1436.94,0.00,272.58,0.00,29.68,1.00,8.00,9.00,7.48,1.00
80.00,1067.51,0.00,0.00,0.00,0.00,0.00,8.00,8.00,5.31,1.00
81.00,997.84,0.00,212.27,0.00,18.02,1.00,8.00,9.00,4.17,1.00
82.00,1186.50,0.00,0.00,0.00,0.00,0.00,8.00,8.00,1.42,1.00
83.00,1494.37,0.00,0.00,47.46,0.00,0.00,8.00,8.00,3.59,1.00
84.00,1431.33,0.00,242.34,0.00,0.00,0.00,8.00,8.00,6.97,1.00
85.00,1482.92,0.00,142.63,0.00,0.00,0.00,8.00,8.00,8.55,1.00
86.00,1419.40,0.00,289.94,0.00,30.92,1.00,8.00,9.00,9.23,1.00
87.00,1289.76,0.00,0.00,0.00,0.00,0.00,8.00,8.00,2.41,1.00
88.00,1012.71,0.00,231.17,0.00,0.00,0.00,8.00,8.00,9.15,1.00
89.00,1119.71,0.00,198.09,0.00,0.00,0.00,8.00,8.00,8.93,1.00
90.00,1394.18,0.00,270.20,0.00,29.30,1.00,8.00,9.00,7.34,1.00
91.00,1187.74,0.00,181.73,0.00,17.05,1.00,8.00,9.00,3.42,1.00
92.00,1338.43,0.00,295.50,0.00,29.79,1.00,8.00,9.00,9.57,1.00
93.00,1237.84,0.00,270.77,0.00,31.09,1.00,8.00,9.00,7.62,1.00
94.00,1436.35,0.00,302.34,0.00,0.00,0.00,8.00,8.00,9.58,1.00
95.00,1147.48,0.00,177.07,0.00,31.57,1.00,8.00,9.00,4.00,1.00
96.00,1229.68,0.00,0.00,0.00,29.89,1.00,8.00,9.00,5.69,1.00
97.00,1275.62,0.00,0.00,0.00,0.00,0.00,8.00,8.00,1.72,1.00
98.00,1255.51,0.00,185.31,0.00,0.00,0.00,8.00,8.00,5.86,1.00
99.00,1134.18,0.00,0.00,0.00,0.00,0.00,8.00,8.00,2.39,1.00
0.00,1568.83,0.00,0.00,88.29,76.91,3.00,153.00,156.00,7.65,2.00
1.00,1472.77,0.00,0.00,0.00,84.00,3.00,153.00,156.00,7.79,2.00
2.00,1830.69,0.00,0.00,140.99,50.74,2.00,153.00,155.00,4.37,2.00
3.00,1416.67,0.00,169.67,0.00,84.00,3.00,153.00,156.00,6.78,2.00
4.00,1507.86,0.00,0.00,0.00,73.51,3.00,153.00,156.00,3.22,2.00
5.00,1129.37,0.00,0.00,0.00,79.08,3.00,153.00,156.00,1.26,2.00
6.00,1152.99,0.00,116.45,0.00,56.99,2.00,153.00,155.00,5.96,2.00
7.00,1147.59,0.00,0.00,0.00,79.69,3.00,153.00,156.00,7.90,2.00
8.00,1042.74,0.00,0.00,0.00,74.15,3.00,153.00,156.00,2.83,2.00
9.00,1581.84,0.00,235.43,0.00,80.40,3.00,153.00,156.00,8.51,2.00
10.00,1384.17,0.00,152.62,101.71,88.44,3.00,153.00,156.00,3.67,2.00
11.00,1301.99,0.00,0.00,0.00,76.91,3.00,153.00,156.00,5.70,2.00
12.00,1340.09,0.00,0.00,0.00,49.63,2.00,153.00,155.00,2.21,2.00
13.00,1286.21,0.00,183.91,0.00,81.17,3.00,153.00,156.00,6.61,2.00
14.00,1678.83,0.00,227.96,0.00,84.00,3.00,153.00,156.00,9.85,2.00
15.00,1470.05,0.00,170.46,0.00,76.91,3.00,153.00,156.00,9.43,2.00
16.00,1446.91,0.00,204.65,0.00,85.36,3.00,153.00,156.00,8.67,2.00
17.00,1333.19,0.00,0.00,0.00,77.16,3.00,153.00,156.00,2.55,2.00
18.00,1148.14,0.00,210.93,0.00,79.69,3.00,153.00,156.00,7.85,2.00
19.00,1269.19,0.00,0.00,0.00,74.15,3.00,153.00,156.00,2.22,2.00
20.00,994.14,0.00,0.00,0.00,86.11,3.00,153.00,156.00,2.14,2.00
21.00,1377.25,0.00,0.00,62.58,101.59,4.00,153.00,157.00,2.10,2.00
22.00,1256.12,0.00,0.00,0.00,80.34,3.00,153.00,156.00,7.33,2.00
23.00,1353.43,0.00,0.00,13.61,49.63,2.00,153.00,155.00,1.71,2.00
24.00,1371.35,0.00,206.07,0.00,81.17,3.00,153.00,156.00,6.79,2.00
25.00,1211.30,0.00,0.00,0.00,50.10,2.00,153.00,155.00,3.24,2.00
26.00,1379.95,0.00,0.00,0.00,76.91,3.00,153.00,156.00,3.82,2.00
27.00,1550.75,0.00,0.00,0.00,49.95,2.00,153.00,155.00,3.83,2.00
28.00,1152.17,0.00,102.48,0.00,104.34,4.00,153.00,157.00,3.23,2.00
29.00,1080.64,0.00,0.00,0.00,50.10,2.00,153.00,155.00,1.59,2.00
30.00,1541.50,0.00,153.43,0.00,74.59,3.00,153.00,156.00,7.87,2.00
31.00,1272.62,0.00,0.00,0.00,86.22,3.00,153.00,156.00,3.04,2.00
32.00,1427.75,0.00,0.00,0.00,78.19,3.00,153.00,156.00,2.49,2.00
33.00,1369.44,0.00,0.00,0.00,87.17,3.00,153.00,156.00,5.76,2.00
34.00,1295.73,0.00,189.04,0.00,79.08,3.00,153.00,156.00,5.53,2.00
35.00,1147.69,0.00,106.14,0.00,81.17,3.00,153.00,156.00,4.59,2.00
36.00,1158.11,0.00,0.00,0.00,75.46,3.00,153.00,156.00,4.28,2.00
37.00,1411.48,0.00,0.00,0.00,112.38,4.00,153.00,157.00,6.28,2.00
38.00,1186.97,0.00,0.00,0.00,76.33,3.00,153.00,156.00,2.70,2.00
39.00,1543.68,0.00,0.00,0.00,81.84,3.00,153.00,156.00,4.14,2.00
40.00,1175.67,0.00,0.00,0.00,50.10,2.00,153.00,155.00,4.42,2.00
41.00,1129.56,0.00,151.97,0.00,83.10,3.00,153.00,156.00,4.50,2.00
42.00,1467.78,0.00,139.49,0.00,82.55,3.00,153.00,156.00,9.26,2.00
43.00,1476.58,0.00,0.00,0.00,77.72,3.00,153.00,156.00,7.44,2.00
44.00,1329.12,0.00,159.16,0.00,118.14,4.00,153.00,157.00,8.42,2.00
45.00,1346.04,0.00,244.46,0.00,79.04,3.00,153.00,156.00,9.28,2.00
46.00,1658.51,0.00,158.35,0.00,50.82,2.00,153.00,155.00,8.22,2.00
47.00,1580.40,0.00,0.00,0.00,75.46,3.00,153.00,156.00,7.81,2.00
48.00,1449.24,0.00,0.00,0.00,88.33,3.00,153.00,156.00,2.66,2.00
49.00,1274.03,0.00,0.00,0.00,102.64,4.00,153.00,157.00,1.83,2.00
50.00,1167.99,0.00,0.00,0.00,88.33,3.00,153.00,156.00,2.18,2.00
51.00,1323.89,0.00,191.65,0.00,101.59,4.00,153.00,157.00,9.28,2.00
52.00,1368.34,0.00,208.58,0.00,83.10,3.00,153.00,156.00,6.33,2.00
53.00,1114.49,41.76,152.85,0.00,90.37,5.00,153.00,158.00,8.67,2.00
54.00,1237.28,41.76,167.34,0.00,114.89,5.00,153.00,158.00,6.42,2.00
55.00,1212.96,0.00,0.00,0.00,50.74,2.00,153.00,155.00,4.02,2.00
56.00,970.79,0.00,0.00,0.00,61.49,2.00,153.00,155.00,1.13,2.00
57.00,1269.38,0.00,0.00,0.00,50.82,2.00,153.00,155.00,3.77,2.00
58.00,1209.79,0.00,0.00,0.00,85.36,3.00,153.00,156.00,4.35,2.00
59.00,1706.37,0.00,212.76,0.00,73.62,3.00,153.00,156.00,8.66,2.00
60.00,1274.36,0.00,102.93,0.00,79.08,3.00,153.00,156.00,4.31,2.00
61.00,1453.36,0.00,173.40,0.00,88.33,3.00,153.00,156.00,5.79,2.00
62.00,1375.46,0.00,0.00,0.00,62.71,2.00,153.00,155.00,1.27,2.00
63.00,1356.58,0.00,0.00,99.05,49.63,2.00,153.00,155.00,3.55,2.00
64.00,1069.44,41.76,148.38,0.00,90.37,5.00,153.00,158.00,3.08,2.00
65.00,1223.36,0.00,0.00,0.00,49.47,2.00,153.00,155.00,1.42,2.00
66.00,1555.67,41.76,229.79,0.00,90.95,5.00,153.00,158.00,8.66,2.00
67.00,1613.77,0.00,0.00,0.00,49.63,2.00,153.00,155.00,6.90,2.00
68.00,1504.56,0.00,176.67,0.00,50.82,2.00,153.00,155.00,9.35,2.00
69.00,1376.92,0.00,0.00,8.62,85.36,3.00,153.00,156.00,5.42,2.00
70.00,1103.77,0.00,0.00,0.00,73.62,3.00,153.00,156.00,2.34,2.00
71.00,882.43,41.76,0.00,0.00,117.29,5.00,153.00,158.00,2.46,2.00
72.00,1426.13,0.00,0.00,0.00,56.99,2.00,153.00,155.00,6.57,2.00
73.00,1289.24,0.00,248.54,0.00,80.34,3.00,153.00,156.00,9.73,2.00
74.00,1508.27,0.00,0.00,0.00,57.62,2.00,153.00,155.00,7.12,2.00
75.00,1196.30,0.00,0.00,0.00,80.40,3.00,153.00,156.00,3.10,2.00
76.00,1216.55,0.00,0.00,0.00,49.63,2.00,153.00,155.00,1.24,2.00
77.00,1290.26,0.00,169.60,36.67,62.71,2.00,153.00,155.00,9.12,2.00
78.00,1516.02,0.00,0.00,0.00,49.95,2.00,153.00,155.00,3.78,2.00
79.00,1579.54,41.76,215.05,0.00,102.73,5.00,153.00,158.00,7.48,2.00
80.00,982.76,0.00,121.90,0.00,84.75,3.00,153.00,156.00,5.31,2.00
81.00,1111.91,0.00,0.00,0.00,76.98,3.00,153.00,156.00,4.17,2.00
82.00,1069.21,41.76,0.00,0.00,117.29,5.00,153.00,158.00,1.42,2.00
83.00,1417.21,0.00,103.55,0.00,77.16,3.00,153.00,156.00,3.59,2.00
84.00,1598.91,0.00,0.00,0.00,50.53,2.00,153.00,155.00,6.97,2.00
85.00,1553.22,0.00,146.03,0.00,58.07,2.00,153.00,155.00,8.55,2.00
86.00,1594.13,0.00,170.96,0.00,86.22,3.00,153.00,156.00,9.23,2.00
87.00,1214.30,0.00,0.00,0.00,75.46,3.00,153.00,156.00,2.41,2.00
88.00,1133.18,0.00,253.87,0.00,87.58,3.00,153.00,156.00,9.15,2.00
89.00,1248.05,0.00,240.47,0.00,49.95,2.00,153.00,155.00,8.93,2.00
90.00,1534.64,41.76,0.00,0.00,102.73,5.00,153.00,158.00,7.34,2.00
91.00,1292.70,0.00,0.00,0.00,58.59,2.00,153.00,155.00,3.42,2.00
92.00,1522.03,0.00,240.35,0.00,82.35,3.00,153.00,156.00,9.57,2.00
93.00,1431.58,0.00,221.42,0.00,49.95,2.00,153.00,155.00,7.62,2.00
94.00,1631.30,0.00,250.97,0.00,77.16,3.00,153.00,156.00,9.58,2.00
95.00,1256.31,0.00,0.00,0.00,50.53,2.00,153.00,155.00,4.00,2.00
96.00,1115.69,41.76,122.81,0.00,113.99,5.00,153.00,158.00,5.69,2.00
97.00,1158.22,41.76,0.00,0.00,117.40,5.00,153.00,158.00,1.72,2.00
98.00,1343.90,0.00,0.00,0.00,78.39,3.00,153.00,156.00,5.86,2.00
99.00,1046.60,0.00,104.60,0.00,87.58,3.00,153.00,156.00,2.39,2.00
0.00,1656.06,0.00,103.00,168.18,80.95,3.00,100.00,103.00,7.65,3.00
1.00,1385.31,0.00,0.00,0.00,87.47,3.00,100.00,103.00,7.79,3.00
2.00,1997.42,0.00,0.00,227.24,60.50,2.00,100.00,102.00,4.37,3.00
3.00,1481.91,0.00,188.27,0.00,87.47,3.00,100.00,103.00,6.78,3.00
4.00,1429.46,0.00,0.00,0.00,78.40,3.00,100.00,103.00,3.22,3.00
5.00,1045.84,0.00,63.80,0.00,83.54,3.00,100.00,103.00,1.26,3.00
6.00,1197.29,0.00,194.92,0.00,60.50,2.00,100.00,102.00,5.96,3.00
7.00,1063.31,0.00,107.43,0.00,84.27,3.00,100.00,103.00,7.90,3.00
8.00,963.87,0.00,0.00,0.00,78.87,3.00,100.00,103.00,2.83,3.00
9.00,1708.71,0.00,242.88,0.00,85.02,3.00,100.00,103.00,8.51,3.00
10.00,1619.03,0.00,155.23,188.95,91.45,3.00,100.00,103.00,3.67,3.00
11.00,1221.04,0.00,0.00,0.00,80.95,3.00,100.00,103.00,5.70,3.00
12.00,1247.51,0.00,80.84,0.00,92.57,3.00,100.00,103.00,2.21,3.00
13.00,1371.15,0.00,0.00,0.00,86.47,3.00,100.00,103.00,6.61,3.00
14.00,1795.99,0.00,232.59,0.00,88.01,3.00,100.00,103.00,9.85,3.00
15.00,1554.77,0.00,170.46,0.00,81.61,3.00,100.00,103.00,9.43,3.00
16.00,1542.25,0.00,204.65,0.00,88.84,3.00,100.00,103.00,8.67,3.00
17.00,1250.49,0.00,103.16,0.00,82.70,3.00,100.00,103.00,2.55,3.00
18.00,1253.70,0.00,0.00,0.00,84.27,3.00,100.00,103.00,7.85,3.00
19.00,1190.31,0.00,0.00,0.00,78.87,3.00,100.00,103.00,2.22,3.00
20.00,905.18,0.00,0.00,0.00,88.96,3.00,100.00,103.00,2.14,3.00
21.00,1544.82,0.00,0.00,247.35,79.79,3.00,100.00,103.00,2.10,3.00
22.00,1171.19,0.00,129.68,0.00,84.93,3.00,100.00,103.00,7.33,3.00
23.00,1260.85,0.00,0.00,0.00,92.57,3.00,100.00,103.00,1.71,3.00
24.00,1471.59,0.00,0.00,0.00,85.22,3.00,100.00,103.00,6.79,3.00
25.00,1117.11,0.00,0.00,0.00,94.19,3.00,100.00,103.00,3.24,3.00
26.00,1298.34,0.00,0.00,0.00,81.61,3.00,100.00,103.00,3.82,3.00
27.00,1458.01,0.00,0.00,0.00,92.74,3.00,100.00,103.00,3.83,3.00
28.00,1206.35,0.00,0.00,73.25,111.30,4.00,100.00,104.00,3.23,3.00
29.00,979.98,0.00,0.00,0.00,100.66,3.00,100.00,103.00,1.59,3.00
30.00,1600.71,0.00,236.94,0.00,78.88,3.00,100.00,103.00,7.87,3.00
31.00,1182.66,0.00,0.00,0.00,89.96,3.00,100.00,103.00,3.04,3.00
32.00,1344.81,0.00,0.00,0.00,82.94,3.00,100.00,103.00,2.49,3.00
33.00,1246.75,0.00,0.00,0.00,122.68,4.00,100.00,104.00,5.76,3.00
34.00,1382.92,0.00,0.00,0.00,82.94,3.00,100.00,103.00,5.53,3.00
35.00,1222.73,0.00,163.91,64.74,85.22,3.00,100.00,103.00,4.59,3.00
36.00,1078.32,0.00,88.36,0.00,79.79,3.00,100.00,103.00,4.28,3.00
37.00,1288.78,0.00,110.24,0.00,122.70,4.00,100.00,104.00,6.28,3.00
38.00,1106.15,0.00,0.00,0.00,80.83,3.00,100.00,103.00,2.70,3.00
39.00,1457.21,0.00,0.00,0.00,86.47,3.00,100.00,103.00,4.14,3.00
40.00,1081.48,0.00,83.38,0.00,94.19,3.00,100.00,103.00,4.42,3.00
41.00,1178.97,0.00,0.00,0.00,87.37,3.00,100.00,103.00,4.50,3.00
42.00,1492.57,0.00,279.07,0.00,100.75,3.00,100.00,103.00,9.26,3.00
43.00,1393.68,0.00,0.00,0.00,82.90,3.00,100.00,103.00,7.44,3.00
44.00,1381.81,0.00,0.00,0.00,90.55,3.00,100.00,103.00,8.42,3.00
45.00,1483.11,0.00,268.01,0.00,82.94,3.00,100.00,103.00,9.28,3.00
46.00,1740.52,0.00,158.35,0.00,60.50,2.00,100.00,102.00,8.22,3.00
47.00,1500.61,0.00,0.00,0.00,79.79,3.00,100.00,103.00,7.81,3.00
48.00,1357.90,0.00,0.00,0.00,91.34,3.00,100.00,103.00,2.66,3.00
49.00,1159.12,0.00,0.00,0.00,114.91,4.00,100.00,104.00,1.83,3.00
50.00,1076.54,0.00,81.93,0.00,91.45,3.00,100.00,103.00,2.18,3.00
51.00,1387.44,0.00,191.65,0.00,108.93,4.00,100.00,104.00,9.28,3.00
52.00,1488.20,0.00,0.00,0.00,67.86,2.00,100.00,102.00,6.33,3.00
53.00,1171.23,45.70,152.85,0.00,80.83,6.00,100.00,106.00,8.67,3.00
54.00,1268.08,91.41,0.00,0.00,119.80,6.24,100.00,106.24,6.42,3.00
55.00,1112.20,0.00,0.00,0.00,100.75,3.00,100.00,103.00,4.02,3.00
56.00,887.85,0.00,0.00,0.00,82.94,3.00,100.00,103.00,1.13,3.00
57.00,1208.87,0.00,0.00,0.00,60.50,2.00,100.00,102.00,3.77,3.00
58.00,1120.95,0.00,96.80,0.00,88.84,3.00,100.00,103.00,4.35,3.00
59.00,1836.34,0.00,212.76,0.00,61.52,2.00,100.00,102.00,8.66,3.00
60.00,1282.73,0.00,133.72,0.00,84.27,3.00,100.00,103.00,4.31,3.00
61.00,1517.97,0.00,0.00,0.00,91.45,3.00,100.00,103.00,5.79,3.00
62.00,1291.18,0.00,64.89,0.00,84.27,3.00,100.00,103.00,1.27,3.00
63.00,1428.94,0.00,0.00,157.81,91.67,3.00,100.00,103.00,3.55,3.00
64.00,1122.03,45.70,0.00,0.00,80.95,6.00,100.00,106.00,3.08,3.00
65.00,1131.69,0.00,0.00,0.00,91.67,3.00,100.00,103.00,1.42,3.00
66.00,1681.46,45.70,0.00,0.00,81.01,6.00,100.00,106.00,8.66,3.00
67.00,1521.20,0.00,116.75,0.00,92.57,3.00,100.00,103.00,6.90,3.00
68.00,1603.06,0.00,0.00,0.00,60.50,2.00,100.00,102.00,9.35,3.00
69.00,1348.60,45.70,108.30,93.25,121.58,5.00,100.00,105.00,5.42,3.00
70.00,1056.15,0.00,0.00,31.25,78.87,3.00,100.00,103.00,2.34,3.00
71.00,760.73,91.41,0.00,0.00,121.69,6.24,100.00,106.24,2.46,3.00
72.00,1365.63,0.00,118.78,0.00,60.50,2.00,100.00,102.00,6.57,3.00
73.00,1428.66,0.00,248.54,0.00,84.27,3.00,100.00,103.00,9.73,3.00
74.00,1446.75,0.00,136.06,0.00,61.52,2.00,100.00,102.00,7.12,3.00
75.00,1116.35,0.00,0.00,0.00,85.02,3.00,100.00,103.00,3.10,3.00
76.00,1125.10,0.00,0.00,0.00,91.45,3.00,100.00,103.00,1.24,3.00
77.00,1509.74,45.70,169.60,174.71,107.86,5.00,100.00,105.00,9.12,3.00
78.00,1423.44,0.00,0.00,0.00,92.57,3.00,100.00,103.00,3.78,3.00
79.00,1664.68,91.41,209.71,0.00,108.40,6.24,100.00,106.24,7.48,3.00
80.00,1003.62,0.00,193.18,0.00,88.84,3.00,100.00,103.00,5.31,3.00
81.00,1048.43,0.00,0.00,0.00,63.47,2.00,100.00,102.00,4.17,3.00
82.00,980.25,45.70,67.33,0.00,88.96,6.00,100.00,106.00,1.42,3.00
83.00,1438.11,0.00,0.00,9.81,82.10,3.00,100.00,103.00,3.59,3.00
84.00,1498.25,0.00,99.90,0.00,100.66,3.00,100.00,103.00,6.97,3.00
85.00,1623.11,0.00,234.45,0.00,61.52,2.00,100.00,102.00,8.55,3.00
86.00,1658.03,0.00,170.96,0.00,89.96,3.00,100.00,103.00,9.23,3.00
87.00,1152.22,0.00,0.00,0.00,62.08,2.00,100.00,102.00,2.41,3.00
88.00,1271.28,0.00,0.00,0.00,90.39,3.00,100.00,103.00,9.15,3.00
89.00,1371.73,0.00,235.97,0.00,92.74,3.00,100.00,103.00,8.93,3.00
90.00,1448.88,45.70,100.96,0.00,85.76,6.00,100.00,106.00,7.34,3.00
91.00,1230.07,0.00,0.00,0.00,62.63,2.00,100.00,102.00,3.42,3.00
92.00,1651.68,0.00,288.20,0.00,86.66,3.00,100.00,103.00,9.57,3.00
93.00,1538.13,0.00,248.92,0.00,92.74,3.00,100.00,103.00,7.62,3.00
94.00,1751.24,45.70,0.00,0.00,105.93,5.00,100.00,105.00,9.58,3.00
95.00,1155.65,0.00,0.00,0.00,100.66,3.00,100.00,103.00,4.00,3.00
96.00,1138.75,45.70,0.00,0.00,87.47,6.00,100.00,106.00,5.69,3.00
97.00,1068.26,45.70,0.00,0.00,89.96,6.00,100.00,106.00,1.72,3.00
98.00,1237.94,45.70,0.00,0.00,105.96,5.00,100.00,105.00,5.86,3.00
99.00,1050.35,0.00,104.51,0.00,90.39,3.00,100.00,103.00,2.39,3.00
0.00,1913.15,0.00,103.00,249.19,84.81,3.00,151.00,154.00,7.65,4.00
1.00,1294.96,0.00,120.38,0.00,90.35,3.00,151.00,154.00,7.79,4.00
2.00,2106.91,0.00,0.00,215.76,106.27,3.00,151.00,154.00,4.37,4.00
3.00,1559.70,0.00,0.00,0.00,91.66,3.00,151.00,154.00,6.78,4.00
4.00,1347.27,0.00,0.00,0.00,82.19,3.00,151.00,154.00,3.22,4.00
5.00,1015.49,0.00,0.00,0.00,87.77,3.00,151.00,154.00,1.26,4.00
6.00,1314.80,0.00,0.00,0.00,63.40,2.00,151.00,153.00,5.96,4.00
7.00,1072.23,0.00,167.73,0.00,87.77,3.00,151.00,154.00,7.90,4.00
8.00,881.55,0.00,0.00,0.00,82.32,3.00,151.00,154.00,2.83,4.00
9.00,1838.78,0.00,0.00,0.00,88.52,3.00,151.00,154.00,8.51,4.00
