cons_ID,cash,no-cash assets value,salary,dividends,spending,utility,public_utility,total utility,skill,time
61.00,1025.63,97.27,89.94,0.00,136.08,6.24,263.00,269.24,5.79,8.00
62.00,845.18,243.17,0.00,0.00,79.58,7.71,263.00,270.71,1.27,8.00
63.00,1829.19,97.27,0.00,241.18,136.08,6.24,263.00,269.24,3.55,8.00
64.00,785.07,243.17,0.00,30.03,155.06,9.71,263.00,272.71,3.08,8.00
65.00,1066.27,48.63,0.00,102.58,136.08,5.00,263.00,268.00,1.42,8.00
66.00,1612.82,194.54,182.10,0.00,146.58,10.00,263.00,273.00,8.66,8.00
67.00,1613.10,0.00,0.00,0.00,108.99,3.00,263.00,266.00,6.90,8.00
68.00,1644.07,145.90,0.00,72.48,151.85,7.20,263.00,270.20,9.35,8.00
69.00,2222.86,145.90,141.04,226.84,156.86,9.20,263.00,272.20,5.42,8.00
70.00,549.09,243.17,60.71,18.04,135.06,7.71,263.00,270.71,2.34,8.00
71.00,510.56,194.54,65.08,0.00,105.65,9.00,263.00,272.00,2.46,8.00
72.00,1529.61,97.27,0.00,0.00,111.54,7.24,263.00,270.24,6.57,8.00
73.00,1608.18,145.90,0.00,93.07,151.31,9.20,263.00,272.20,9.73,8.00
74.00,1735.60,194.54,135.94,107.76,180.39,8.00,263.00,271.00,7.12,8.00
75.00,632.05,145.90,0.00,0.00,123.19,7.20,263.00,270.20,3.10,8.00
76.00,616.62,194.54,0.00,0.00,92.34,7.00,263.00,270.00,1.24,8.00
77.00,3445.51,97.27,0.00,384.95,153.01,8.24,263.00,271.24,9.12,8.00
78.00,909.75,145.90,0.00,0.00,108.99,8.20,263.00,271.20,3.78,8.00
79.00,1591.10,291.80,135.15,0.00,179.77,10.35,263.00,273.35,7.48,8.00
80.00,673.26,97.27,114.46,0.00,184.41,7.24,263.00,270.24,5.31,8.00
81.00,680.06,194.54,0.00,0.00,140.55,7.00,263.00,270.00,4.17,8.00
82.00,443.06,145.90,0.00,0.00,62.14,7.20,263.00,270.20,1.42,8.00
83.00,1415.90,194.54,0.00,131.69,157.88,9.00,263.00,272.00,3.59,8.00
84.00,1322.15,194.54,217.18,0.00,140.85,8.00,263.00,271.00,6.97,8.00
85.00,1604.60,291.80,317.86,0.00,180.39,9.35,263.00,272.35,8.55,8.00
86.00,2015.64,0.00,0.00,0.00,158.71,4.00,263.00,267.00,9.23,8.00
87.00,732.71,194.54,0.00,0.00,148.77,9.00,263.00,272.00,2.41,8.00
88.00,1165.38,194.54,0.00,0.00,133.02,8.00,263.00,271.00,9.15,8.00
89.00,1029.17,243.17,134.28,0.00,139.96,8.71,263.00,271.71,8.93,8.00
90.00,1556.44,243.17,155.57,68.09,173.40,9.71,263.00,272.71,7.34,8.00
91.00,768.64,243.17,0.00,0.00,176.64,9.71,263.00,272.71,3.42,8.00
92.00,1849.96,97.27,180.25,0.00,154.21,8.24,263.00,271.24,9.57,8.00
93.00,1797.97,145.90,0.00,0.00,139.96,7.20,263.00,270.20,7.62,8.00
94.00,1885.50,194.54,182.66,0.00,149.00,10.00,263.00,273.00,9.58,8.00
95.00,719.04,145.90,0.00,0.00,109.67,8.20,263.00,271.20,4.00,8.00
96.00,790.69,194.54,99.12,0.00,61.25,8.00,263.00,271.00,5.69,8.00
97.00,751.19,97.27,0.00,54.05,158.71,8.24,263.00,271.24,1.72,8.00
98.00,946.33,194.54,0.00,0.00,169.72,9.00,263.00,272.00,5.86,8.00
99.00,582.92,97.27,0.00,0.00,133.02,6.24,263.00,269.24,2.39,8.00
0.00,3558.00,0.00,134.99,417.11,157.19,4.00,228.00,232.00,7.65,9.00
1.00,1492.08,0.00,0.00,0.00,111.81,3.00,228.00,231.00,7.79,9.00
2.00,3550.10,0.00,0.00,488.47,126.74,3.00,228.00,231.00,4.37,9.00
3.00,1227.69,0.00,0.00,0.00,111.81,3.00,228.00,231.00,6.78,9.00
4.00,941.29,0.00,0.00,0.00,151.10,4.00,228.00,232.00,3.22,9.00
5.00,710.37,0.00,36.54,0.00,24.81,1.00,228.00,229.00,1.26,9.00
6.00,1107.85,0.00,112.19,0.00,126.90,3.00,228.00,231.00,5.96,9.00
7.00,989.44,0.00,135.98,0.00,161.55,4.00,228.00,232.00,7.90,9.00
8.00,518.44,0.00,0.00,0.00,59.28,2.00,228.00,230.00,2.83,9.00
9.00,1744.44,0.00,0.00,0.00,163.68,4.00,228.00,232.00,8.51,9.00
10.00,2652.07,0.00,0.00,413.08,115.15,3.00,228.00,231.00,3.67,9.00
11.00,914.07,0.00,91.00,0.00,157.19,4.00,228.00,232.00,5.70,9.00
12.00,870.73,0.00,75.73,0.00,115.15,3.00,228.00,231.00,2.21,9.00
13.00,1239.96,0.00,126.88,0.00,165.64,4.00,228.00,232.00,6.61,9.00
14.00,2390.35,0.00,232.59,0.00,111.81,3.00,228.00,231.00,9.85,9.00
15.00,2052.88,0.00,262.78,0.00,158.36,4.00,228.00,232.00,9.43,9.00
16.00,1636.30,0.00,209.65,0.00,113.06,3.00,228.00,231.00,8.67,9.00
17.00,729.08,0.00,62.48,0.00,145.21,4.00,228.00,232.00,2.55,9.00
18.00,869.98,0.00,122.60,0.00,160.92,4.00,228.00,232.00,7.85,9.00
19.00,623.24,0.00,57.83,0.00,152.79,4.00,228.00,232.00,2.22,9.00
20.00,429.29,0.00,0.00,0.00,25.60,1.00,228.00,229.00,2.14,9.00
21.00,2947.69,0.00,0.00,496.78,197.44,5.00,228.00,233.00,2.10,9.00
22.00,1178.73,0.00,131.81,0.00,161.55,4.00,228.00,232.00,7.33,9.00
23.00,878.68,0.00,0.00,78.54,115.88,3.00,228.00,231.00,1.71,9.00
24.00,1252.93,0.00,222.05,0.00,163.77,4.00,228.00,232.00,6.79,9.00
25.00,480.04,0.00,0.00,0.00,116.96,3.00,228.00,231.00,3.24,9.00
26.00,628.38,0.00,0.00,0.00,158.24,4.00,228.00,232.00,3.82,9.00
27.00,868.84,0.00,70.23,0.00,116.96,3.00,228.00,231.00,3.83,9.00
28.00,823.84,0.00,0.00,53.52,107.70,3.00,228.00,231.00,3.23,9.00
29.00,380.27,0.00,0.00,0.00,117.50,3.00,228.00,231.00,1.59,9.00
30.00,1470.50,0.00,135.39,0.00,199.64,5.00,228.00,233.00,7.87,9.00
31.00,707.61,0.00,83.68,0.00,158.99,4.00,228.00,232.00,3.04,9.00
32.00,724.79,0.00,0.00,0.00,159.37,4.00,228.00,232.00,2.49,9.00
33.00,1286.07,0.00,0.00,84.37,156.91,4.00,228.00,232.00,5.76,9.00
34.00,1024.08,0.00,116.56,0.00,213.44,5.00,228.00,233.00,5.53,9.00
35.00,858.99,0.00,0.00,20.60,164.57,4.00,228.00,232.00,4.59,9.00
36.00,852.25,0.00,0.00,0.00,153.91,4.00,228.00,232.00,4.28,9.00
37.00,1006.35,0.00,157.13,0.00,211.46,5.00,228.00,233.00,6.28,9.00
38.00,571.48,0.00,0.00,0.00,60.99,2.00,228.00,230.00,2.70,9.00
39.00,852.74,0.00,98.17,0.00,165.64,4.00,228.00,232.00,4.14,9.00
40.00,933.96,0.00,0.00,0.00,117.50,3.00,228.00,231.00,4.42,9.00
41.00,700.85,0.00,0.00,28.33,111.01,3.00,228.00,231.00,4.50,9.00
42.00,1912.93,0.00,168.30,0.00,126.74,3.00,228.00,231.00,9.26,9.00
43.00,1321.42,0.00,301.51,0.00,159.66,4.00,228.00,232.00,7.44,9.00
44.00,1326.85,0.00,155.10,0.00,114.66,3.00,228.00,231.00,8.42,9.00
45.00,1544.00,0.00,195.88,0.00,160.92,4.00,228.00,232.00,9.28,9.00
46.00,1948.31,0.00,190.27,0.00,126.74,3.00,228.00,231.00,8.22,9.00
47.00,1352.01,0.00,0.00,0.00,153.91,4.00,228.00,232.00,7.81,9.00
48.00,729.01,0.00,0.00,0.00,114.66,3.00,228.00,231.00,2.66,9.00
49.00,621.00,0.00,0.00,0.00,60.99,2.00,228.00,230.00,1.83,9.00
50.00,600.74,153.63,0.00,0.00,114.86,8.20,228.00,236.20,2.18,9.00
51.00,1407.13,153.63,158.60,34.94,224.42,9.20,228.00,237.20,9.28,9.00
52.00,1137.26,153.63,129.33,10.36,241.42,9.20,228.00,237.20,6.33,9.00
53.00,1124.18,307.27,159.43,0.00,156.45,11.35,228.00,239.35,8.67,9.00
54.00,1001.74,358.48,137.78,0.00,66.04,9.94,228.00,237.94,6.42,9.00
55.00,644.06,102.42,0.00,0.00,118.07,7.24,228.00,235.24,4.02,9.00
56.00,424.00,153.63,0.00,0.00,63.14,7.20,228.00,235.20,1.13,9.00
57.00,526.48,153.63,0.00,0.00,147.03,7.20,228.00,235.20,3.77,9.00
58.00,832.27,51.21,0.00,0.00,111.81,6.00,228.00,234.00,4.35,9.00
59.00,2011.98,256.06,0.00,0.00,228.53,9.71,228.00,237.71,8.66,9.00
60.00,743.91,307.27,0.00,0.00,201.18,9.35,228.00,237.35,4.31,9.00
61.00,991.92,102.42,118.75,0.00,114.66,7.24,228.00,235.24,5.79,9.00
62.00,713.04,307.27,34.04,0.00,118.24,9.35,228.00,237.35,1.27,9.00
63.00,1888.57,153.63,0.00,227.68,142.22,7.20,228.00,235.20,3.55,9.00
64.00,669.28,307.27,0.00,45.67,161.46,10.35,228.00,238.35,3.08,9.00
65.00,1029.23,51.21,0.00,78.12,115.15,6.00,228.00,234.00,1.42,9.00
66.00,1612.68,256.06,182.10,0.00,164.03,8.71,228.00,236.71,8.66,9.00
67.00,1469.30,51.21,186.87,0.00,143.81,5.00,228.00,233.00,6.90,9.00
68.00,1567.74,204.85,0.00,70.70,147.03,8.00,228.00,236.00,9.35,9.00
69.00,2490.23,204.85,0.00,273.95,133.52,8.00,228.00,236.00,5.42,9.00
70.00,576.84,307.27,0.00,54.47,81.37,8.35,228.00,236.35,2.34,9.00
71.00,523.08,256.06,65.08,0.00,46.06,6.71,228.00,234.71,2.46,9.00
72.00,1378.94,153.63,0.00,0.00,150.68,7.20,228.00,235.20,6.57,9.00
73.00,1504.26,204.85,0.00,88.48,192.40,9.00,228.00,237.00,9.73,9.00
74.00,1838.65,256.06,135.94,126.16,185.41,9.71,228.00,237.71,7.12,9.00
75.00,567.83,153.63,0.00,0.00,64.22,7.20,228.00,235.20,3.10,9.00
76.00,474.93,256.06,0.00,0.00,141.70,8.71,228.00,236.71,1.24,9.00
77.00,3648.24,102.42,0.00,366.41,163.68,8.24,228.00,236.24,9.12,9.00
78.00,770.59,204.85,0.00,0.00,143.81,8.00,228.00,236.00,3.78,9.00
79.00,1593.51,307.27,135.15,37.66,164.58,11.35,228.00,239.35,7.48,9.00
80.00,663.38,102.42,0.00,0.00,112.89,7.24,228.00,235.24,5.31,9.00
81.00,573.37,204.85,93.07,0.00,106.69,9.00,228.00,237.00,4.17,9.00
82.00,417.46,153.63,0.00,0.00,25.60,6.20,228.00,234.20,1.42,9.00
83.00,1402.05,204.85,0.00,145.52,159.37,10.00,228.00,238.00,3.59,9.00
84.00,1371.31,256.06,217.18,0.00,146.30,8.71,228.00,236.71,6.97,9.00
85.00,1719.39,409.69,0.00,0.00,179.98,10.49,228.00,238.49,8.55,9.00
86.00,1875.53,51.21,214.29,0.00,140.11,5.00,228.00,233.00,9.23,9.00
87.00,579.28,204.85,59.94,0.00,153.43,10.00,228.00,238.00,2.41,9.00
88.00,1050.71,204.85,171.42,0.00,114.66,9.00,228.00,237.00,9.15,9.00
89.00,1033.27,256.06,179.73,0.00,116.75,9.71,228.00,237.71,8.93,9.00
90.00,1622.96,256.06,155.57,91.08,164.58,10.71,228.00,238.71,7.34,9.00
91.00,608.90,307.27,81.06,0.00,159.74,10.35,228.00,238.35,3.42,9.00
92.00,1837.51,153.63,262.21,0.00,174.68,8.20,228.00,236.20,9.57,9.00
93.00,1654.16,204.85,0.00,0.00,143.81,8.00,228.00,236.00,7.62,9.00
94.00,1860.11,256.06,182.66,0.00,189.79,9.71,228.00,237.71,9.58,9.00
95.00,605.38,153.63,0.00,0.00,117.50,8.20,228.00,236.20,4.00,9.00
96.00,793.12,256.06,99.12,0.00,86.78,7.71,228.00,235.71,5.69,9.00
97.00,660.74,153.63,0.00,49.66,140.11,7.20,228.00,235.20,1.72,9.00
98.00,745.14,307.27,0.00,0.00,201.18,9.35,228.00,237.35,5.86,9.00
99.00,468.25,102.42,0.00,0.00,114.66,7.24,228.00,235.24,2.39,9.00
0.00,3994.27,0.00,305.95,474.08,159.31,4.00,215.00,219.00,7.65,10.00
1.00,1324.47,0.00,137.24,0.00,167.61,4.00,215.00,219.00,7.79,10.00
2.00,3886.68,0.00,90.92,522.51,185.94,4.00,215.00,219.00,4.37,10.00
3.00,1007.93,0.00,107.86,0.00,219.75,5.00,215.00,220.00,6.78,10.00
4.00,735.23,0.00,62.06,0.00,211.62,5.00,215.00,220.00,3.22,10.00
5.00,717.20,0.00,36.54,0.00,26.05,1.00,215.00,216.00,1.26,10.00
6.00,1022.72,0.00,143.13,0.00,186.10,4.00,215.00,219.00,5.96,10.00
7.00,949.28,0.00,135.98,0.00,162.55,4.00,215.00,219.00,7.90,10.00
8.00,447.37,0.00,0.00,0.00,62.25,2.00,215.00,217.00,2.83,10.00
9.00,1580.87,0.00,155.35,0.00,163.57,4.00,215.00,219.00,8.51,10.00
10.00,2893.33,0.00,64.92,414.19,172.93,4.00,215.00,219.00,3.67,10.00
11.00,836.66,0.00,128.11,0.00,159.31,4.00,215.00,219.00,5.70,10.00
12.00,764.87,0.00,0.00,0.00,174.01,4.00,215.00,219.00,2.21,10.00
13.00,1189.49,0.00,126.88,0.00,164.67,4.00,215.00,219.00,6.61,10.00
14.00,2431.90,0.00,232.59,0.00,167.78,4.00,215.00,219.00,9.85,10.00
15.00,2078.52,0.00,391.25,0.00,210.87,5.00,215.00,220.00,9.43,10.00
16.00,1663.46,0.00,209.65,0.00,169.79,4.00,215.00,219.00,8.67,10.00
17.00,673.92,0.00,62.48,0.00,111.39,3.00,215.00,218.00,2.55,10.00
18.00,767.80,0.00,208.73,0.00,212.52,5.00,215.00,220.00,7.85,10.00
19.00,518.67,0.00,0.00,0.00,156.61,4.00,215.00,219.00,2.22,10.00
20.00,359.64,0.00,39.08,0.00,69.65,2.00,215.00,217.00,2.14,10.00
21.00,3152.42,0.00,41.76,478.38,273.65,6.00,215.00,221.00,2.10,10.00
22.00,1134.17,0.00,131.81,0.00,163.18,4.00,215.00,219.00,7.33,10.00
23.00,760.82,0.00,0.00,80.09,173.70,4.00,215.00,219.00,1.71,10.00
24.00,1274.92,0.00,222.05,0.00,163.57,4.00,215.00,219.00,6.79,10.00
25.00,408.10,0.00,0.00,0.00,71.94,2.00,215.00,217.00,3.24,10.00
26.00,517.28,0.00,0.00,0.00,111.10,3.00,215.00,218.00,3.82,10.00
27.00,761.45,0.00,70.23,0.00,175.36,4.00,215.00,219.00,3.83,10.00
28.00,827.35,0.00,56.81,68.40,64.90,2.00,215.00,217.00,3.23,10.00
29.00,308.11,0.00,0.00,0.00,72.16,2.00,215.00,217.00,1.59,10.00
30.00,1345.97,0.00,135.39,0.00,213.08,5.00,215.00,220.00,7.87,10.00
31.00,756.04,0.00,83.68,0.00,26.88,1.00,215.00,216.00,3.04,10.00
32.00,562.58,0.00,43.97,0.00,162.21,4.00,215.00,219.00,2.49,10.00
33.00,1108.13,0.00,88.48,82.88,260.82,6.00,215.00,221.00,5.76,10.00
34.00,966.64,0.00,116.56,0.00,162.34,4.00,215.00,219.00,5.53,10.00
35.00,739.73,0.00,75.51,44.41,163.67,4.00,215.00,219.00,4.59,10.00
36.00,742.17,0.00,79.53,0.00,110.08,3.00,215.00,218.00,4.28,10.00
37.00,1032.97,0.00,157.13,0.00,114.80,3.00,215.00,218.00,6.28,10.00
38.00,507.45,0.00,0.00,0.00,64.03,2.00,215.00,217.00,2.70,10.00
39.00,775.46,0.00,98.17,0.00,165.64,4.00,215.00,219.00,4.14,10.00
40.00,765.68,0.00,83.53,0.00,168.27,4.00,215.00,219.00,4.42,10.00
41.00,720.03,0.00,0.00,45.76,26.58,1.00,215.00,216.00,4.50,10.00
42.00,1842.29,0.00,168.30,0.00,222.11,5.00,215.00,220.00,9.26,10.00
43.00,1431.50,0.00,0.00,0.00,161.27,4.00,215.00,219.00,7.44,10.00
44.00,1294.61,0.00,155.10,0.00,171.83,4.00,215.00,219.00,8.42,10.00
45.00,1557.75,0.00,195.88,0.00,162.55,4.00,215.00,219.00,9.28,10.00
46.00,1933.62,0.00,190.27,0.00,185.94,4.00,215.00,219.00,8.22,10.00
47.00,1077.86,0.00,148.57,0.00,274.15,6.00,215.00,221.00,7.81,10.00
48.00,557.18,0.00,0.00,0.00,171.83,4.00,215.00,219.00,2.66,10.00
49.00,556.96,0.00,0.00,0.00,64.03,2.00,215.00,217.00,1.83,10.00
50.00,573.63,162.67,0.00,0.00,27.11,6.20,215.00,221.20,2.18,10.00
51.00,1300.86,271.12,158.60,0.56,249.56,9.71,215.00,224.71,9.28,10.00
52.00,1015.11,162.67,129.33,27.16,265.71,11.20,215.00,226.20,6.33,10.00
53.00,1050.95,325.34,159.43,0.00,216.72,12.35,215.00,227.35,8.67,10.00
54.00,1009.93,379.57,137.78,0.00,115.81,10.94,215.00,225.94,6.42,10.00
55.00,523.53,108.45,0.00,0.00,120.53,7.24,215.00,222.24,4.02,10.00
56.00,285.83,271.12,0.00,0.00,120.45,6.71,215.00,221.71,1.13,10.00
57.00,398.32,162.67,0.00,0.00,130.57,8.20,215.00,223.20,3.77,10.00
58.00,716.46,54.22,72.21,0.00,115.81,6.00,215.00,221.00,4.35,10.00
59.00,1768.84,271.12,145.75,18.88,262.01,12.71,215.00,227.71,8.66,10.00
60.00,603.71,379.57,0.00,0.00,144.51,9.94,215.00,224.94,4.31,10.00
61.00,877.90,108.45,118.75,0.00,220.90,9.24,215.00,224.24,5.79,10.00
62.00,644.98,379.57,0.00,0.00,98.69,8.94,215.00,223.94,1.27,10.00
63.00,1976.96,216.89,64.19,307.78,204.79,9.00,215.00,224.00,3.55,10.00
64.00,589.26,379.57,0.00,40.57,120.59,9.94,215.00,224.94,3.08,10.00
65.00,948.83,108.45,0.00,117.33,197.73,7.24,215.00,222.24,1.42,10.00
66.00,1573.36,379.57,182.10,0.00,203.20,9.94,215.00,224.94,8.66,10.00
67.00,1431.58,108.45,0.00,0.00,205.89,7.24,215.00,222.24,6.90,10.00
68.00,1450.33,216.89,172.86,68.52,185.94,10.00,215.00,225.00,9.35,10.00
69.00,2609.99,271.12,98.16,316.24,196.49,9.71,215.00,224.71,5.42,10.00
70.00,567.31,379.57,44.93,59.08,68.61,8.94,215.00,223.94,2.34,10.00
71.00,554.77,271.12,65.08,0.00,26.88,7.71,215.00,222.71,2.46,10.00
72.00,1191.73,162.67,120.80,0.00,187.21,9.20,215.00,224.20,6.57,10.00
73.00,1364.42,325.34,148.46,77.50,217.35,9.35,215.00,224.35,9.73,10.00
74.00,1891.06,325.34,135.94,145.47,223.09,11.35,215.00,226.35,7.12,10.00
75.00,519.47,216.89,61.71,0.00,48.36,6.00,215.00,221.00,3.10,10.00
76.00,447.81,271.12,0.00,0.00,27.11,7.71,215.00,222.71,1.24,10.00
77.00,3837.14,216.89,177.43,406.88,217.98,8.00,215.00,223.00,9.12,10.00
78.00,621.87,271.12,60.17,0.00,153.36,8.71,215.00,223.71,3.78,10.00
79.00,1523.01,379.57,135.15,20.02,193.51,10.94,215.00,225.94,7.48,10.00
80.00,594.87,108.45,95.69,0.00,68.51,6.24,215.00,221.24,5.31,10.00
81.00,549.11,325.34,93.07,0.00,108.02,7.35,215.00,222.35,4.17,10.00
82.00,361.62,216.89,23.98,0.00,55.83,6.00,215.00,221.00,1.42,10.00
83.00,1366.42,216.89,117.76,125.64,161.27,10.00,215.00,225.00,3.59,10.00
84.00,1391.19,271.12,0.00,0.00,175.58,10.71,215.00,225.71,6.97,10.00
85.00,1504.99,488.01,161.94,0.00,223.09,13.00,215.00,228.00,8.55,10.00
86.00,1869.35,108.45,214.29,0.00,199.05,7.24,215.00,222.24,9.23,10.00
87.00,500.72,271.12,70.98,0.00,132.50,8.71,215.00,223.71,2.41,10.00
88.00,1004.45,271.12,171.42,0.00,200.55,9.71,215.00,224.71,9.15,10.00
89.00,990.24,325.34,179.73,0.00,204.79,10.35,215.00,225.35,8.93,10.00
90.00,1697.59,271.12,155.57,99.29,164.67,10.71,215.00,225.71,7.34,10.00
91.00,491.38,433.79,0.00,0.00,190.47,10.49,215.00,225.49,3.42,10.00
92.00,1879.02,216.89,0.00,0.00,194.48,9.00,215.00,224.00,9.57,10.00
93.00,1478.81,216.89,133.53,0.00,175.36,10.00,215.00,225.00,7.62,10.00
94.00,1863.23,271.12,182.66,0.00,161.27,10.71,215.00,225.71,9.58,10.00
95.00,581.27,162.67,66.54,0.00,27.96,6.20,215.00,221.20,4.00,10.00
96.00,813.81,271.12,99.12,0.00,68.51,8.71,215.00,223.71,5.69,10.00
97.00,627.55,216.89,0.00,65.41,98.60,7.00,215.00,222.00,1.72,10.00
98.00,582.93,325.34,0.00,0.00,162.21,11.35,215.00,226.35,5.86,10.00
99.00,441.37,108.45,41.73,0.00,26.88,5.24,215.00,220.24,2.39,10.00
0.00,4515.12,0.00,0.00,574.57,329.07,7.00,237.00,244.00,7.65,11.00
1.00,1166.31,0.00,137.24,0.00,281.69,6.00,237.00,243.00,7.79,11.00
2.00,4381.18,0.00,105.34,643.45,230.78,5.00,237.00,242.00,4.37,11.00
3.00,885.67,0.00,107.86,0.00,219.33,5.00,237.00,242.00,6.78,11.00
4.00,627.36,0.00,62.06,0.00,150.26,4.00,237.00,241.00,3.22,11.00
5.00,682.19,0.00,0.00,0.00,67.89,2.00,237.00,239.00,1.26,11.00
6.00,846.48,0.00,143.13,0.00,292.17,6.00,237.00,243.00,5.96,11.00
7.00,1003.77,0.00,135.98,0.00,67.89,2.00,237.00,239.00,7.90,11.00
8.00,423.26,0.00,32.62,0.00,26.17,1.00,237.00,238.00,2.83,11.00
9.00,1442.98,0.00,155.35,0.00,277.70,6.00,237.00,243.00,8.51,11.00
10.00,3319.19,0.00,64.92,538.20,170.77,4.00,237.00,241.00,3.67,11.00
11.00,789.20,0.00,0.00,0.00,162.76,4.00,237.00,241.00,5.70,11.00
12.00,592.00,0.00,0.00,0.00,172.87,4.00,237.00,241.00,2.21,11.00
13.00,1023.66,0.00,126.88,0.00,280.02,6.00,237.00,243.00,6.61,11.00
14.00,2251.73,0.00,232.59,0.00,389.50,8.00,237.00,245.00,9.85,11.00
15.00,2106.15,0.00,0.00,0.00,324.49,7.00,237.00,244.00,9.43,11.00
16.00,1549.86,0.00,0.00,0.00,282.28,6.00,237.00,243.00,8.67,11.00
17.00,623.60,0.00,0.00,0.00,106.55,3.00,237.00,240.00,2.55,11.00
18.00,887.76,0.00,208.73,0.00,67.89,2.00,237.00,239.00,7.85,11.00
19.00,454.12,0.00,0.00,0.00,64.55,2.00,237.00,239.00,2.22,11.00
20.00,366.59,0.00,39.08,0.00,28.23,1.00,237.00,238.00,2.14,11.00
21.00,3658.97,0.00,0.00,573.49,104.53,3.00,237.00,240.00,2.10,11.00
22.00,975.58,0.00,131.81,0.00,277.22,6.00,237.00,243.00,7.33,11.00
23.00,655.75,0.00,19.86,81.38,172.87,4.00,237.00,241.00,1.71,11.00
24.00,1119.81,0.00,0.00,0.00,330.17,7.00,237.00,244.00,6.79,11.00
25.00,381.18,0.00,53.07,0.00,28.79,1.00,237.00,238.00,3.24,11.00
26.00,404.01,0.00,46.97,0.00,113.27,3.00,237.00,240.00,3.82,11.00
27.00,656.55,0.00,70.23,0.00,172.87,4.00,237.00,241.00,3.83,11.00
28.00,859.31,0.00,56.81,48.47,67.63,2.00,237.00,239.00,3.23,11.00
29.00,279.08,0.00,20.48,0.00,29.03,1.00,237.00,238.00,1.59,11.00
30.00,1119.73,0.00,135.39,0.00,314.78,7.00,237.00,244.00,7.87,11.00
31.00,663.83,0.00,84.02,0.00,167.52,4.00,237.00,241.00,3.04,11.00
32.00,486.83,0.00,43.97,0.00,115.32,3.00,237.00,240.00,2.49,11.00
33.00,1197.04,0.00,108.80,80.89,71.61,2.00,237.00,239.00,5.76,11.00
34.00,802.91,0.00,116.56,0.00,268.63,6.00,237.00,243.00,5.53,11.00
35.00,737.59,0.00,98.91,46.63,116.73,3.00,237.00,240.00,4.59,11.00
36.00,748.13,0.00,79.53,0.00,65.62,2.00,237.00,239.00,4.28,11.00
37.00,1007.63,0.00,0.00,0.00,166.76,4.00,237.00,241.00,6.28,11.00
38.00,405.24,0.00,35.66,0.00,104.53,3.00,237.00,240.00,2.70,11.00
39.00,642.46,0.00,108.91,0.00,221.36,5.00,237.00,242.00,4.14,11.00
40.00,666.20,0.00,83.53,0.00,174.65,4.00,237.00,241.00,4.42,11.00
41.00,599.21,0.00,62.73,48.05,168.87,4.00,237.00,241.00,4.50,11.00
42.00,1653.49,0.00,377.85,0.00,340.27,7.00,237.00,244.00,9.26,11.00
43.00,1162.01,0.00,0.00,0.00,269.49,6.00,237.00,243.00,7.44,11.00
44.00,1116.84,0.00,155.10,0.00,317.36,7.00,237.00,244.00,8.42,11.00
45.00,1457.64,0.00,195.88,0.00,276.40,6.00,237.00,243.00,9.28,11.00
46.00,1812.69,0.00,0.00,0.00,292.17,6.00,237.00,243.00,8.22,11.00
47.00,891.06,0.00,148.57,0.00,320.51,7.00,237.00,244.00,7.81,11.00
48.00,437.06,0.00,37.50,0.00,120.13,3.00,237.00,240.00,2.66,11.00
49.00,491.25,0.00,24.27,0.00,65.71,2.00,237.00,239.00,1.83,11.00
50.00,453.50,167.31,63.09,0.00,120.13,8.20,237.00,245.20,2.18,11.00
51.00,1135.62,334.63,158.60,0.00,307.98,12.35,237.00,249.35,9.28,11.00
52.00,884.10,167.31,129.33,28.52,275.92,11.20,237.00,248.20,6.33,11.00
53.00,872.67,334.63,358.42,0.00,321.77,14.35,237.00,251.35,8.67,11.00
54.00,1063.86,390.40,0.00,0.00,70.07,9.94,237.00,246.94,6.42,11.00
55.00,417.51,167.31,50.57,0.00,106.01,6.20,237.00,243.20,4.02,11.00
56.00,159.26,390.40,0.00,0.00,112.41,7.94,237.00,244.94,1.13,11.00
57.00,301.42,223.09,42.38,5.76,106.89,7.00,237.00,244.00,3.77,11.00
58.00,710.96,55.77,88.52,0.00,70.49,5.00,237.00,242.00,4.35,11.00
59.00,1623.34,334.63,145.75,65.02,341.70,13.35,237.00,250.35,8.66,11.00
60.00,494.01,501.94,67.87,0.00,114.01,9.00,237.00,246.00,4.31,11.00
61.00,698.97,111.54,0.00,0.00,285.79,10.24,237.00,247.24,5.79,11.00
62.00,607.25,446.17,0.00,0.00,37.73,8.49,237.00,245.49,1.27,11.00
63.00,2126.94,278.86,64.19,242.98,150.77,8.71,237.00,245.71,3.55,11.00
64.00,544.35,390.40,48.53,21.61,66.52,9.94,237.00,246.94,3.08,11.00
65.00,1015.82,111.54,18.66,95.78,28.79,5.24,237.00,242.24,1.42,11.00
66.00,1455.63,446.17,319.55,0.00,281.62,13.49,237.00,250.49,8.66,11.00
67.00,1143.68,111.54,0.00,0.00,287.90,10.24,237.00,247.24,6.90,11.00
68.00,1343.14,223.09,172.86,79.96,342.71,13.00,237.00,250.00,9.35,11.00
69.00,2840.00,278.86,98.16,364.37,222.71,11.71,237.00,248.71,5.42,11.00
70.00,581.19,446.17,44.93,63.16,89.71,9.49,237.00,246.49,2.34,11.00
71.00,520.31,334.63,67.84,0.00,93.04,8.35,237.00,245.35,2.46,11.00
72.00,1036.98,223.09,120.80,0.00,263.47,10.00,237.00,247.00,6.57,11.00
73.00,1253.95,334.63,194.48,79.87,323.95,14.35,237.00,251.35,9.73,11.00
