prod_ID,good ID,revenue,salaries paid,assets spending,income,dividends,retained,no-cash assets value,cash,units sold,units offered,price exp,time
18,art,0.0,0,118.10599453761705,-118.10599453761705,0,-118.10599453761705,99.27941543640694,4922.399869443081,0,0,27.16892366091648,1
19,art,0.0,0,0,0.0,0.0,0.0,0.0,5641.171486244683,0,0,13.96163201781135,1
20,pear,17.50287735914281,0,0,17.50287735914281,7.876294811614265,9.626582547528546,81.21171221380067,5673.307201875773,1,7,15.497339328407701,1
21,pear,0,0,0,0,0.0,0.0,94.74699758276745,5665.756520036115,0,7,24.367760069813787,1
22,pear,0,0,0,0,0.0,0.0,94.74699758276745,5678.473089057713,0,7,27.39509964743873,1
23,pear,0,0,0,0,0.0,0.0,94.74699758276745,5072.049981165057,0,7,23.027425165537956,1
24,pear,0,0,0,0,0.0,0.0,94.74699758276745,5921.155396421664,0,7,20.61736807320871,1
25,pear,0,0,0,0,0.0,0.0,94.74699758276745,5435.992605446421,0,7,14.476164709503538,1
26,pear,0,0,0,0,0.0,0.0,94.74699758276745,5205.235578914654,0,7,28.234048779503794,1
27,pear,0,0,0,0,0.0,0.0,94.74699758276745,5635.603419001185,0,7,21.790052130870542,1
28,pear,0,0,0,0,0.0,0.0,94.74699758276745,5648.751674399626,0,7,19.576820537772544,1
29,pear,81.61134044564824,0,0,81.61134044564824,36.72510320054171,44.88623724510653,0.0,5250.158312389653,7,7,12.241701066847234,1
0,apple,636.2234571819816,617.072123177481,0,19.151334004500654,8.618100302025294,10.53323370247536,0.0,5326.947072107793,28,28,23.858379644324316,2
1,apple,422.41499433689137,605.3392938353969,0,-182.92429949850555,0,-182.92429949850555,0.0,5057.175693142788,27,27,16.427249779767994,2
2,apple,463.9424658942763,695.7533486842359,0,-231.81088278995958,0,-231.81088278995958,0.0,5986.702432113734,31,31,15.714180296419036,2
